Airport,City,CountOfFlights,IATA,Latitude,Longitude,PathId,PointOrder
Daytona Beach International Airport,"Daytona Beach, FL",4,DAB,29.179899,-81.058098,807,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,807,1
Daytona Beach International Airport,"Daytona Beach, FL",59,DAB,29.179899,-81.058098,808,0
John F Kennedy International Airport,"New York, NY",0,JFK,40.63980103,-73.77890015,808,1
Dallas Love Field,"Dallas, TX",274,DAL,32.84709930419922,-96.85179901123048,809,0
Albuquerque International Sunport Airport,"Albuquerque, NM",0,ABQ,35.04019927978516,-106.60900115966795,809,1
Dallas Love Field,"Dallas, TX",224,DAL,32.84709930419922,-96.85179901123048,810,0
Rick Husband Amarillo International Airport,"Amarillo, TX",0,AMA,35.219398498535156,-101.70600128173828,810,1
Dallas Love Field,"Dallas, TX",554,DAL,32.84709930419922,-96.85179901123048,811,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,811,1
Dallas Love Field,"Dallas, TX",544,DAL,32.84709930419922,-96.85179901123048,812,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,812,1
Dallas Love Field,"Dallas, TX",119,DAL,32.84709930419922,-96.85179901123048,813,0
Birmingham-Shuttlesworth International Airport,"Birmingham, AL",0,BHM,33.56290054,-86.75350189,813,1
Dallas Love Field,"Dallas, TX",218,DAL,32.84709930419922,-96.85179901123048,814,0
Nashville International Airport,"Nashville, TN",0,BNA,36.1245002746582,-86.6781997680664,814,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,815,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,815,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,816,0
Bob Hope Airport,"Burbank, CA",0,BUR,34.200698852539055,-118.35900115966795,816,1
Dallas Love Field,"Dallas, TX",226,DAL,32.84709930419922,-96.85179901123048,817,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,817,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,818,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,818,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,819,0
Port Columbus International Airport,"Columbus, OH",0,CMH,39.99800109863281,-82.89189910888672,819,1
Dallas Love Field,"Dallas, TX",337,DAL,32.84709930419922,-96.85179901123048,820,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,820,1
Dallas Love Field,"Dallas, TX",379,DAL,32.84709930419922,-96.85179901123048,821,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,821,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,822,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,822,1
Dallas Love Field,"Dallas, TX",219,DAL,32.84709930419922,-96.85179901123048,823,0
El Paso International Airport,"El Paso, TX",0,ELP,31.80719948,-106.37799840000002,823,1
Dallas Love Field,"Dallas, TX",125,DAL,32.84709930419922,-96.85179901123048,824,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,824,1
Dallas Love Field,"Dallas, TX",1087,DAL,32.84709930419922,-96.85179901123048,825,0
William P Hobby Airport,"Houston, TX",0,HOU,29.64539909,-95.27890015,825,1
Dallas Love Field,"Dallas, TX",67,DAL,32.84709930419922,-96.85179901123048,826,0
Indianapolis International Airport,"Indianapolis, IN",0,IND,39.7173,-86.294403,826,1
Dallas Love Field,"Dallas, TX",398,DAL,32.84709930419922,-96.85179901123048,827,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,827,1
Dallas Love Field,"Dallas, TX",392,DAL,32.84709930419922,-96.85179901123048,828,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,828,1
Dallas Love Field,"Dallas, TX",278,DAL,32.84709930419922,-96.85179901123048,829,0
Lubbock Preston Smith International Airport,"Lubbock, TX",0,LBB,33.66360092163086,-101.822998046875,829,1
Dallas Love Field,"Dallas, TX",415,DAL,32.84709930419922,-96.85179901123048,830,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,830,1
Dallas Love Field,"Dallas, TX",170,DAL,32.84709930419922,-96.85179901123048,831,0
Bill & Hillary Clinton National Airport/Adams Field,"Little Rock, AR",0,LIT,34.729400634799994,-92.22429656979999,831,1
Dallas Love Field,"Dallas, TX",267,DAL,32.84709930419922,-96.85179901123048,832,0
Midland International Airport,"Midland/Odessa, TX",0,MAF,31.9424991607666,-102.2020034790039,832,1
Dallas Love Field,"Dallas, TX",379,DAL,32.84709930419922,-96.85179901123048,833,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,833,1
Dallas Love Field,"Dallas, TX",191,DAL,32.84709930419922,-96.85179901123048,834,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,834,1
Dallas Love Field,"Dallas, TX",393,DAL,32.84709930419922,-96.85179901123048,835,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,835,1
Dallas Love Field,"Dallas, TX",118,DAL,32.84709930419922,-96.85179901123048,836,0
Memphis International Airport,"Memphis, TN",0,MEM,35.04240036010742,-89.97669982910156,836,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,837,0
General Mitchell International Airport,"Milwaukee, WI",0,MKE,42.94720077514648,-87.89659881591797,837,1
Dallas Love Field,"Dallas, TX",404,DAL,32.84709930419922,-96.85179901123048,838,0
Louis Armstrong New Orleans International Airport,"New Orleans, LA",0,MSY,29.99340057373047,-90.25800323486328,838,1
Dallas Love Field,"Dallas, TX",109,DAL,32.84709930419922,-96.85179901123048,839,0
Metropolitan Oakland International Airport,"Oakland, CA",0,OAK,37.72129821777344,-122.22100067138672,839,1
Dallas Love Field,"Dallas, TX",210,DAL,32.84709930419922,-96.85179901123048,840,0
Will Rogers World Airport,"Oklahoma City, OK",0,OKC,35.39310073852539,-97.60070037841795,840,1
Dallas Love Field,"Dallas, TX",76,DAL,32.84709930419922,-96.85179901123048,841,0
Eppley Airfield,"Omaha, NE",0,OMA,41.303199768066406,-95.89409637451172,841,1
Dallas Love Field,"Dallas, TX",45,DAL,32.84709930419922,-96.85179901123048,842,0
Ontario International Airport,"Ontario, CA",0,ONT,34.05599975585937,-117.60099792480469,842,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,843,0
Portland International Airport,"Portland, OR",0,PDX,45.58869934,-122.59799960000001,843,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,844,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,844,1
Dallas Love Field,"Dallas, TX",334,DAL,32.84709930419922,-96.85179901123048,845,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,845,1
Dallas Love Field,"Dallas, TX",66,DAL,32.84709930419922,-96.85179901123048,846,0
Pittsburgh International Airport,"Pittsburgh, PA",0,PIT,40.49150085,-80.23290253,846,1
Dallas Love Field,"Dallas, TX",67,DAL,32.84709930419922,-96.85179901123048,847,0
Raleigh Durham International Airport,"Raleigh/Durham, NC",0,RDU,35.877601623535156,-78.7874984741211,847,1
Dallas Love Field,"Dallas, TX",8,DAL,32.84709930419922,-96.85179901123048,848,0
Reno Tahoe International Airport,"Reno, NV",0,RNO,39.49909973144531,-119.76799774169922,848,1
Dallas Love Field,"Dallas, TX",168,DAL,32.84709930419922,-96.85179901123048,849,0
San Diego International Airport,"San Diego, CA",0,SAN,32.7336006165,-117.190002441,849,1
Dallas Love Field,"Dallas, TX",586,DAL,32.84709930419922,-96.85179901123048,850,0
San Antonio International Airport,"San Antonio, TX",0,SAT,29.533700942993164,-98.46980285644531,850,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,851,0
Seattle Tacoma International Airport,"Seattle, WA",0,SEA,47.44900131225586,-122.30899810791016,851,1
Dallas Love Field,"Dallas, TX",219,DAL,32.84709930419922,-96.85179901123048,852,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,852,1
Dallas Love Field,"Dallas, TX",108,DAL,32.84709930419922,-96.85179901123048,853,0
Norman Y. Mineta San Jose International Airport,"San Jose, CA",0,SJC,37.36259841918945,-121.9290008544922,853,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,854,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,854,1
Dallas Love Field,"Dallas, TX",59,DAL,32.84709930419922,-96.85179901123048,855,0
Sacramento International Airport,"Sacramento, CA",0,SMF,38.69540023803711,-121.59100341796876,855,1
Dallas Love Field,"Dallas, TX",71,DAL,32.84709930419922,-96.85179901123048,856,0
John Wayne Airport-Orange County Airport,"Santa Ana, CA",0,SNA,33.67570114,-117.86799620000001,856,1
Dallas Love Field,"Dallas, TX",331,DAL,32.84709930419922,-96.85179901123048,857,0
Lambert St Louis International Airport,"St. Louis, MO",0,STL,38.74869918823242,-90.37000274658205,857,1
Dallas Love Field,"Dallas, TX",118,DAL,32.84709930419922,-96.85179901123048,858,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,858,1
Dallas Love Field,"Dallas, TX",211,DAL,32.84709930419922,-96.85179901123048,859,0
Tulsa International Airport,"Tulsa, OK",0,TUL,36.19839859008789,-95.88809967041016,859,1
James M Cox Dayton International Airport,"Dayton, OH",220,DAY,39.90240097045898,-84.21939849853516,860,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,860,1
James M Cox Dayton International Airport,"Dayton, OH",8,DAY,39.90240097045898,-84.21939849853516,861,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,861,1
James M Cox Dayton International Airport,"Dayton, OH",98,DAY,39.90240097045898,-84.21939849853516,862,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,862,1
James M Cox Dayton International Airport,"Dayton, OH",71,DAY,39.90240097045898,-84.21939849853516,863,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,863,1
James M Cox Dayton International Airport,"Dayton, OH",8,DAY,39.90240097045898,-84.21939849853516,864,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,864,1
James M Cox Dayton International Airport,"Dayton, OH",169,DAY,39.90240097045898,-84.21939849853516,865,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,865,1
James M Cox Dayton International Airport,"Dayton, OH",31,DAY,39.90240097045898,-84.21939849853516,866,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,866,1
James M Cox Dayton International Airport,"Dayton, OH",138,DAY,39.90240097045898,-84.21939849853516,867,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,867,1
Ronald Reagan Washington National Airport,"Washington, DC",891,DCA,38.8521,-77.037697,868,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,868,1
Ronald Reagan Washington National Airport,"Washington, DC",59,DCA,38.8521,-77.037697,869,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,869,1
Ronald Reagan Washington National Airport,"Washington, DC",105,DCA,38.8521,-77.037697,870,0
Bradley International Airport,"Hartford, CT",0,BDL,41.9388999939,-72.68319702149999,870,1
Ronald Reagan Washington National Airport,"Washington, DC",169,DCA,38.8521,-77.037697,871,0
Nashville International Airport,"Nashville, TN",0,BNA,36.1245002746582,-86.6781997680664,871,1
Ronald Reagan Washington National Airport,"Washington, DC",1268,DCA,38.8521,-77.037697,872,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,872,1
Ronald Reagan Washington National Airport,"Washington, DC",1,DCA,38.8521,-77.037697,873,0
"Baton Rouge Metropolitan, Ryan Field","Baton Rouge, LA",0,BTR,30.53319931,-91.14959717,873,1
Ronald Reagan Washington National Airport,"Washington, DC",117,DCA,38.8521,-77.037697,874,0
Charleston Air Force Base-International Airport,"Charleston, SC",0,CHS,32.89860153,-80.04049683,874,1
Ronald Reagan Washington National Airport,"Washington, DC",267,DCA,38.8521,-77.037697,875,0
Cleveland Hopkins International Airport,"Cleveland, OH",0,CLE,41.411701202399996,-81.8498001099,875,1
Ronald Reagan Washington National Airport,"Washington, DC",458,DCA,38.8521,-77.037697,876,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,876,1
Ronald Reagan Washington National Airport,"Washington, DC",110,DCA,38.8521,-77.037697,877,0
Port Columbus International Airport,"Columbus, OH",0,CMH,39.99800109863281,-82.89189910888672,877,1
Ronald Reagan Washington National Airport,"Washington, DC",4,DCA,38.8521,-77.037697,878,0
Cincinnati Northern Kentucky International Airport,"Cincinnati, OH",0,CVG,39.0488014221,-84.6678009033,878,1
Ronald Reagan Washington National Airport,"Washington, DC",337,DCA,38.8521,-77.037697,879,0
Dallas Love Field,"Dallas, TX",0,DAL,32.84709930419922,-96.85179901123048,879,1
Ronald Reagan Washington National Airport,"Washington, DC",233,DCA,38.8521,-77.037697,880,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,880,1
Ronald Reagan Washington National Airport,"Washington, DC",500,DCA,38.8521,-77.037697,881,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,881,1
Ronald Reagan Washington National Airport,"Washington, DC",275,DCA,38.8521,-77.037697,882,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,882,1
Ronald Reagan Washington National Airport,"Washington, DC",443,DCA,38.8521,-77.037697,883,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,883,1
Ronald Reagan Washington National Airport,"Washington, DC",530,DCA,38.8521,-77.037697,884,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,884,1
Ronald Reagan Washington National Airport,"Washington, DC",169,DCA,38.8521,-77.037697,885,0
William P Hobby Airport,"Houston, TX",0,HOU,29.64539909,-95.27890015,885,1
Ronald Reagan Washington National Airport,"Washington, DC",193,DCA,38.8521,-77.037697,886,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,886,1
Ronald Reagan Washington National Airport,"Washington, DC",110,DCA,38.8521,-77.037697,887,0
Indianapolis International Airport,"Indianapolis, IN",0,IND,39.7173,-86.294403,887,1
Ronald Reagan Washington National Airport,"Washington, DC",117,DCA,38.8521,-77.037697,888,0
